2017/11/09 13:39:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:40:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:40:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:41:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:41:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:42:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:42:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:43:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:43:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:44:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:44:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:45:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:45:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:46:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:46:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:47:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:47:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:48:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:48:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:49:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:49:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:50:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:50:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:51:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:51:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 13:52:00;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/09 13:52:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
""
""
""
2017-11-09-C-activity.csv
Timestamp;Act10;Act04;Act07;Act15;Act17;Act22;Act23
2017/11/09 16:53:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 16:54:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 16:54:30;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 16:55:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 16:55:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 16:56:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 16:56:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 16:57:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 16:57:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 16:58:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 16:58:30;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 16:59:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 16:59:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:00:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:00:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:01:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:01:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:02:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:02:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:03:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:03:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:04:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:04:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:05:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:05:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:06:00;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO
2017/11/09 17:06:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/09 17:07:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:07:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:08:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO
2017/11/09 17:08:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:09:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:09:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:10:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:10:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:11:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:11:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:12:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:12:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:13:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:13:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:14:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:14:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:15:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:15:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:16:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:16:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:17:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:17:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:18:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:18:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:19:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:19:30;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 17:20:00;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 17:20:30;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/09 17:21:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:21:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/09 17:22:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/09 17:22:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/09 17:23:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/09 17:23:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:24:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:24:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:25:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/09 17:25:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
""
""
""
2017-11-13-A-activity.csv
Timestamp;Act24;Act16;Act02;Act05;Act17;Act22;Act13
2017/11/13 11:51:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:52:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:52:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:53:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:53:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:54:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:54:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:55:00;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:55:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:56:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:56:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:57:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:57:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:58:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:58:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 11:59:00;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 11:59:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:00:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:00:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:01:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:01:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:02:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:02:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:03:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:03:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:04:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:04:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:05:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:05:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:06:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:06:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:07:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:07:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:08:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:08:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO
2017/11/13 12:09:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:09:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:10:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:10:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:11:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:11:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:12:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:12:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:13:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:13:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:14:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:14:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:15:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:15:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:16:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:16:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:17:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:17:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:18:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:18:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:19:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:19:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:20:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:20:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:21:00;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 12:21:30;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 12:22:00;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 12:22:30;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 12:23:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:23:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
""
""
""
2017-11-13-B-activity.csv
Timestamp;Act10;Act03;Act06;Act17;Act12;Act13
2017/11/13 12:39:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:40:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:40:30;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:41:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:41:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:42:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:42:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:43:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:43:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:44:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:44:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:45:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:45:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:46:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:46:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:47:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:47:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:48:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:48:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:49:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:49:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:50:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:50:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:51:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:51:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:52:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:52:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:53:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:53:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:54:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
